Date,Run ,Well,ColonyID,Timepoint,A235,A280,A310,A320,A330,A334,Dilution,Notes
6/30/26,Run 2,A8,29,October_2024,0.644,0.398,0.273,0.3,0.305,0.296,5,
6/30/26,Run 2,B8,240,October_2024,0.906,0.565,0.409,0.454,0.455,0.439,5,
6/30/26,Run 2,C8,214,October_2024,0.891,0.389,0.394,0.431,0.371,0.311,5,
6/30/26,Run 2,E8,43,October_2024,0.805,0.399,0.311,0.347,0.347,0.336,5,
6/30/26,Run 2,F8,238,October_2024,0.643,0.338,0.274,0.301,0.293,0.28,5,
6/30/26,Run 2,G8,42,October_2024,0.663,0.441,0.33,0.362,0.357,0.345,9,
6/30/26,Run 2,A9,29,October_2024,0.635,0.396,0.272,0.299,0.303,0.298,5,
6/30/26,Run 2,B9,240,October_2024,0.88,0.553,0.403,0.448,0.45,0.434,5,
6/30/26,Run 2,C9,214,October_2024,0.897,0.394,0.397,0.437,0.372,0.311,5,
6/30/26,Run 2,E9,43,October_2024,0.788,0.393,0.309,0.344,0.344,0.332,5,
6/30/26,Run 2,F9,238,October_2024,0.638,0.336,0.273,0.299,0.291,0.277,5,
6/30/26,Run 2,G9,42,October_2024,0.598,0.399,0.298,0.328,0.324,0.313,9,
6/30/26,Run 2,A10,220,October_2024,0.758,0.355,0.375,0.41,0.345,0.278,5,
6/30/26,Run 2,B10,1,October_2024,0.518,0.257,0.205,0.213,0.186,0.163,5,
6/30/26,Run 2,C10,28,October_2024,0.678,0.426,0.306,0.319,0.303,0.292,5,
6/30/26,Run 2,D10,203,October_2024,0.779,0.287,0.282,0.308,0.276,0.239,5,
6/30/26,Run 2,E10,10,October_2024,0.625,0.267,0.269,0.288,0.244,0.206,5,
6/30/26,Run 2,F10,Blank,NA,0.117,0.06,0.051,0.048,0.045,0.043,NA,
6/30/26,Run 2,G10,248,October_2024,0.611,0.376,0.25,0.273,0.277,0.27,9,
6/30/26,Run 2,A11,220,October_2024,0.72,0.33,0.352,0.387,0.318,0.257,5,
6/30/26,Run 2,B11,1,October_2024,0.565,0.282,0.225,0.229,0.2,0.177,5,
6/30/26,Run 2,C11,28,October_2024,0.666,0.422,0.302,0.317,0.301,0.288,5,
6/30/26,Run 2,D11,203,October_2024,0.745,0.277,0.276,0.299,0.263,0.229,5,
6/30/26,Run 2,E11,10,October_2024,0.642,0.272,0.268,0.286,0.239,0.2,5,
6/30/26,Run 2,F11,Blank,NA,0.112,0.057,0.048,0.045,0.042,0.041,NA,
6/30/26,Run 2,G11,248,October_2024,0.59,0.363,0.243,0.264,0.267,0.263,9,
6/30/26,Run 2,A12,220,October_2024,0.704,0.328,0.355,0.391,0.322,0.26,5,
6/30/26,Run 2,B12,1,October_2024,0.543,0.267,0.212,0.219,0.191,0.166,5,
6/30/26,Run 2,C12,28,October_2024,0.733,0.463,0.332,0.34,0.322,0.31,5,
6/30/26,Run 2,D12,203,October_2024,0.781,0.285,0.281,0.304,0.269,0.237,5,
6/30/26,Run 2,E12,10,October_2024,0.626,0.262,0.264,0.282,0.236,0.198,5,
6/30/26,Run 2,F12,Blank,NA,0.124,0.062,0.052,0.049,0.046,0.044,NA,
6/30/26,Run 2,G12,248,October_2024,0.529,0.325,0.221,0.238,0.24,0.235,9,
7/2/2026,Run 2,A1,2,May_2024,0.563,0.266,0.264,0.286,0.247,0.211,5,
7/2/2026,Run 2,B1,44,May_2024,0.661,0.394,0.307,0.331,0.323,0.314,5,
7/2/2026,Run 2,C1,236,May_2024,0.438,0.254,0.19,0.202,0.196,0.188,5,
7/2/2026,Run 2,D1,27,May_2024,0.588,0.335,0.248,0.266,0.266,0.258,5,
7/2/2026,Run 2,E1,19,May_2024,0.913,0.397,0.454,0.517,0.451,0.382,5,
7/2/2026,Run 2,F1,Blank,NA,0.13,0.067,0.055,0.052,0.049,0.047,NA,
7/2/2026,Run 2,A2,2,May_2024,0.584,0.277,0.274,0.291,0.251,0.213,5,
7/2/2026,Run 2,B2,44,May_2024,0.677,0.402,0.313,0.337,0.332,0.321,5,
7/2/2026,Run 2,C2,236,May_2024,0.436,0.25,0.185,0.197,0.191,0.183,5,
7/2/2026,Run 2,D2,27,May_2024,0.596,0.338,0.251,0.269,0.269,0.261,5,
7/2/2026,Run 2,E2,19,May_2024,0.843,0.39,0.446,0.505,0.446,0.375,5,
7/2/2026,Run 2,F2,Blank,NA,0.132,0.067,0.054,0.051,0.048,0.046,NA,
7/2/2026,Run 2,A3,2,May_2024,0.594,0.284,0.275,0.296,0.252,0.22,5,
7/2/2026,Run 2,B3,44,May_2024,0.655,0.389,0.302,0.325,0.32,0.31,5,
7/2/2026,Run 2,C3,236,May_2024,0.411,0.241,0.18,0.192,0.186,0.178,5,
7/2/2026,Run 2,D3,27,May_2024,0.581,0.331,0.245,0.263,0.263,0.256,5,
7/2/2026,Run 2,E3,19,May_2024,0.843,0.375,0.451,0.509,0.444,0.38,5,
7/2/2026,Run 2,F3,Blank,NA,0.135,0.072,0.057,0.053,0.05,0.049,NA,
7/2/2026,Run 2,A4,206,May_2024,0.916,0.416,0.421,0.456,0.413,0.353,5,
7/2/2026,Run 2,C4,225,May_2024,0.85,0.476,0.379,0.402,0.391,0.376,5,
7/2/2026,Run 2,E4,12,May_2024,0.433,0.193,0.176,0.187,0.163,0.145,5,
7/2/2026,Run 2,F4,43,May_2024,0.834,0.503,0.396,0.43,0.431,0.418,9,
7/2/2026,Run 2,A5,206,May_2024,0.907,0.414,0.418,0.462,0.403,0.347,5,
7/2/2026,Run 2,C5,225,May_2024,0.861,0.484,0.387,0.411,0.398,0.384,5,
7/2/2026,Run 2,E5,12,May_2024,0.411,0.191,0.17,0.182,0.161,0.141,5,
7/2/2026,Run 2,F5,43,May_2024,0.82,0.498,0.394,0.427,0.426,0.414,9,
7/2/2026,Run 2,A6,206,May_2024,0.928,0.406,0.418,0.455,0.4,0.348,5,
7/2/2026,Run 2,C6,225,May_2024,0.848,0.478,0.382,0.405,0.392,0.378,5,
7/2/2026,Run 2,E6,12,May_2024,0.446,0.2,0.179,0.189,0.17,0.149,5,
7/2/2026,Run 2,F6,43,May_2024,0.762,0.459,0.359,0.393,0.395,0.38,9,
7/2/2026,Run 2,A7,244,May_2024,0.692,0.403,0.31,0.331,0.327,0.316,5,
7/2/2026,Run 2,B7,213,May_2024,0.764,0.32,0.362,0.398,0.334,0.277,5,
7/2/2026,Run 2,D7,238,May_2024,0.801,0.48,0.359,0.386,0.377,0.363,5,
7/2/2026,Run 2,E7,4,October_2024,0.924,0.4,0.444,0.48,0.407,0.341,5,
7/2/2026,Run 2,F7,28,May_2024,0.626,0.421,0.309,0.327,0.312,0.298,9,
7/2/2026,Run 2,A8,244,May_2024,0.7,0.412,0.316,0.338,0.332,0.322,5,
7/2/2026,Run 2,B8,213,May_2024,0.77,0.318,0.359,0.391,0.332,0.273,5,
7/2/2026,Run 2,D8,238,May_2024,0.795,0.48,0.362,0.388,0.379,0.365,5,
7/2/2026,Run 2,E8,4,October_2024,0.923,0.403,0.441,0.482,0.403,0.338,5,
7/2/2026,Run 2,F8,28,May_2024,0.609,0.41,0.301,0.317,0.302,0.291,9,
7/2/2026,Run 2,A9,244,May_2024,0.701,0.409,0.314,0.335,0.331,0.32,5,
7/2/2026,Run 2,B9,213,May_2024,0.749,0.305,0.356,0.389,0.333,0.277,5,
7/2/2026,Run 2,D9,238,May_2024,0.797,0.482,0.362,0.388,0.379,0.364,5,
7/2/2026,Run 2,E9,4,October_2024,0.938,0.407,0.453,0.506,0.425,0.349,5,
7/2/2026,Run 2,F9,28,May_2024,0.571,0.386,0.285,0.3,0.286,0.275,9,
7/2/2026,Run 2,A10,1,May_2024,0.891,0.414,0.371,0.418,0.366,0.317,5,
7/2/2026,Run 2,B10,247,May_2024,0.854,0.52,0.371,0.395,0.387,0.374,5,
7/2/2026,Run 2,C10,4,May_2024,0.719,0.35,0.398,0.438,0.368,0.305,5,
7/2/2026,Run 2,D10,204,May_2024,0.712,0.297,0.284,0.307,0.267,0.231,5,
7/2/2026,Run 2,E10,236,October_2024,0.722,0.453,0.37,0.415,0.407,0.386,5,
7/2/2026,Run 2,F10,210,May_2024,0.645,0.284,0.271,0.296,0.254,0.22,9,
7/2/2026,Run 2,A11,1,May_2024,0.854,0.395,0.37,0.398,0.355,0.306,5,
7/2/2026,Run 2,B11,247,May_2024,0.852,0.517,0.364,0.39,0.384,0.371,5,
7/2/2026,Run 2,C11,4,May_2024,0.716,0.34,0.39,0.435,0.368,0.298,5,
7/2/2026,Run 2,D11,204,May_2024,0.689,0.286,0.276,0.299,0.263,0.229,5,
7/2/2026,Run 2,E11,236,October_2024,0.704,0.44,0.359,0.404,0.394,0.375,5,
7/2/2026,Run 2,F11,210,May_2024,0.642,0.27,0.262,0.285,0.249,0.213,9,
7/2/2026,Run 2,A12,1,May_2024,0.856,0.391,0.371,0.398,0.355,0.314,5,
7/2/2026,Run 2,B12,247,May_2024,0.858,0.518,0.368,0.393,0.388,0.373,5,
7/2/2026,Run 2,C12,4,May_2024,0.719,0.338,0.4,0.442,0.371,0.299,5,
7/2/2026,Run 2,D12,204,May_2024,0.69,0.29,0.278,0.297,0.26,0.225,5,
7/2/2026,Run 2,E12,236,October_2024,0.735,0.462,0.378,0.423,0.415,0.394,5,
7/2/2026,Run 2,F12,210,May_2024,0.59,0.264,0.251,0.264,0.233,0.2,9,
7/6/2026,Run 2,B1,3,May_2024,0.677,0.281,0.257,0.274,0.237,0.207,5,
7/6/2026,Run 2,C1,235,May_2024,0.867,0.513,0.394,0.434,0.435,0.421,5,
7/6/2026,Run 2,D1,209,May_2024,0.793,0.334,0.311,0.332,0.289,0.248,5,
7/6/2026,Run 2,E1,234,May_2024,0.649,0.396,0.319,0.358,0.362,0.352,5,
7/6/2026,Run 2,F1,42,May_2024,0.68,0.437,0.323,0.345,0.338,0.328,5,
7/6/2026,Run 2,B2,3,May_2024,0.721,0.284,0.264,0.281,0.242,0.206,5,
7/6/2026,Run 2,C2,235,May_2024,0.871,0.511,0.393,0.434,0.435,0.421,5,
7/6/2026,Run 2,D2,209,May_2024,0.794,0.328,0.315,0.341,0.293,0.25,5,
7/6/2026,Run 2,E2,234,May_2024,0.666,0.412,0.332,0.371,0.376,0.365,5,
7/6/2026,Run 2,F2,42,May_2024,0.687,0.439,0.322,0.346,0.337,0.327,5,
7/6/2026,Run 2,B3,3,May_2024,0.694,0.283,0.259,0.275,0.241,0.205,5,
7/6/2026,Run 2,C3,235,May_2024,0.915,0.539,0.418,0.462,0.463,0.446,5,
7/6/2026,Run 2,D3,209,May_2024,0.799,0.324,0.315,0.343,0.292,0.249,5,
7/6/2026,Run 2,E3,234,May_2024,0.67,0.408,0.33,0.371,0.374,0.363,5,
7/6/2026,Run 2,F3,42,May_2024,0.718,0.458,0.341,0.364,0.355,0.344,5,
7/6/2026,Run 2,A4,242,May_2024,0.736,0.433,0.371,0.42,0.429,0.418,5,
7/6/2026,Run 2,B4,248,May_2024,0.613,0.368,0.252,0.275,0.276,0.271,5,
7/6/2026,Run 2,C4,220,May_2024,0.597,0.276,0.361,0.41,0.343,0.281,5,
7/6/2026,Run 2,D4,239,May_2024,0.611,0.353,0.292,0.322,0.321,0.308,5,
7/6/2026,Run 2,E4,205,May_2024,0.793,0.337,0.389,0.431,0.366,0.3,5,
7/6/2026,Run 2,F4,241,May_2024,0.719,0.43,0.344,0.376,0.372,0.357,5,
7/6/2026,Run 2,A5,242,May_2024,0.739,0.433,0.371,0.421,0.431,0.419,5,
7/6/2026,Run 2,B5,248,May_2024,0.621,0.369,0.255,0.277,0.28,0.274,5,
7/6/2026,Run 2,C5,220,May_2024,0.629,0.289,0.372,0.419,0.351,0.287,5,
7/6/2026,Run 2,D5,239,May_2024,0.605,0.347,0.289,0.32,0.317,0.304,5,
7/6/2026,Run 2,E5,205,May_2024,0.783,0.334,0.386,0.434,0.364,0.303,5,
7/6/2026,Run 2,F5,241,May_2024,0.708,0.427,0.343,0.377,0.37,0.356,5,
7/6/2026,Run 2,A6,242,May_2024,0.735,0.432,0.367,0.417,0.425,0.414,5,
7/6/2026,Run 2,B6,248,May_2024,0.638,0.382,0.266,0.288,0.29,0.285,5,
7/6/2026,Run 2,C6,220,May_2024,0.64,0.291,0.381,0.427,0.359,0.294,5,
7/6/2026,Run 2,D6,239,May_2024,0.61,0.351,0.29,0.32,0.317,0.305,5,
7/6/2026,Run 2,E6,205,May_2024,0.777,0.325,0.387,0.431,0.365,0.3,5,
7/6/2026,Run 2,F6,241,May_2024,0.718,0.428,0.345,0.379,0.373,0.358,5,
7/6/2026,Run 2,A7,214,May_2024,0.9,0.402,0.435,0.479,0.409,0.339,5,
7/6/2026,Run 2,B7,20,May_2024,0.811,0.365,0.39,0.425,0.358,0.298,5,
7/6/2026,Run 2,C7,41,May_2024,0.553,0.347,0.238,0.255,0.254,0.246,5,
7/6/2026,Run 2,D7,202,May_2024,0.756,0.33,0.49,0.556,0.457,0.359,5,
7/6/2026,Run 2,E7,240,May_2024,0.57,0.36,0.296,0.348,0.359,0.349,5,
7/6/2026,Run 2,F7,Blank,NA,0.121,0.062,0.052,0.05,0.047,0.045,NA,
7/6/2026,Run 2,A8,214,May_2024,0.901,0.398,0.435,0.482,0.409,0.339,5,
7/6/2026,Run 2,B8,20,May_2024,0.818,0.359,0.377,0.421,0.354,0.294,5,
7/6/2026,Run 2,C8,41,May_2024,0.557,0.35,0.241,0.258,0.257,0.25,5,
7/6/2026,Run 2,D8,202,May_2024,0.738,0.329,0.48,0.543,0.446,0.356,5,
7/6/2026,Run 2,E8,240,May_2024,0.573,0.363,0.298,0.351,0.363,0.351,5,
7/6/2026,Run 2,F8,Blank,NA,0.106,0.054,0.049,0.044,0.042,0.043,NA,
7/6/2026,Run 2,A9,214,May_2024,0.901,0.401,0.441,0.488,0.412,0.344,5,
7/6/2026,Run 2,B9,20,May_2024,0.805,0.362,0.385,0.425,0.36,0.3,5,
7/6/2026,Run 2,C9,41,May_2024,0.549,0.346,0.239,0.256,0.254,0.246,5,
7/6/2026,Run 2,D9,202,May_2024,0.736,0.317,0.477,0.543,0.446,0.351,5,
7/6/2026,Run 2,E9,240,May_2024,0.578,0.365,0.301,0.355,0.367,0.356,5,
7/6/2026,Run 2,F9,Blank,NA,0.105,0.054,0.045,0.043,0.04,0.039,NA,
7/6/2026,Run 2,B10,29,May_2024,0.866,0.573,0.402,0.451,0.465,0.457,5,
7/6/2026,Run 2,C10,221,May_2024,0.881,0.339,0.312,0.338,0.296,0.253,5,
7/6/2026,Run 2,E10,26,May_2024,0.883,0.551,0.387,0.419,0.421,0.409,5,
7/6/2026,Run 2,B11,29,May_2024,0.878,0.576,0.401,0.451,0.467,0.459,5,
7/6/2026,Run 2,C11,221,May_2024,0.814,0.332,0.298,0.329,0.283,0.24,5,
7/6/2026,Run 2,E11,26,May_2024,0.861,0.537,0.377,0.411,0.411,0.401,5,
7/6/2026,Run 2,B12,29,May_2024,0.857,0.563,0.394,0.442,0.456,0.448,5,
7/6/2026,Run 2,C12,221,May_2024,0.87,0.355,0.32,0.35,0.299,0.255,5,
7/6/2026,Run 2,E12,26,May_2024,0.879,0.546,0.385,0.419,0.42,0.408,5,
7/9/2026,Run 2,A1,219,May_2024,0.663,0.266,0.284,0.306,0.264,0.22,9,
7/9/2026,Run 2,B1,233,May_2024,0.848,0.489,0.459,0.511,0.488,0.453,5,
7/9/2026,Run 2,C1,3,January_2025,0.294,0.129,0.106,0.11,0.097,0.088,5,
7/9/2026,Run 2,D1,1,January_2025,0.6,0.267,0.185,0.192,0.176,0.157,5,
7/9/2026,Run 2,E1,233,January_2025,0.453,0.249,0.205,0.215,0.203,0.191,5,
7/9/2026,Run 2,F1,29,January_2025,0.556,0.348,0.229,0.245,0.246,0.239,5,
7/9/2026,Run 2,A2,219,May_2024,0.65,0.265,0.284,0.302,0.269,0.228,9,
7/9/2026,Run 2,B2,233,May_2024,0.842,0.487,0.46,0.513,0.487,0.453,5,
7/9/2026,Run 2,C2,3,January_2025,0.303,0.135,0.11,0.113,0.101,0.09,5,
7/9/2026,Run 2,D2,1,January_2025,0.594,0.262,0.189,0.194,0.174,0.161,5,
7/9/2026,Run 2,E2,233,January_2025,0.449,0.247,0.204,0.214,0.201,0.189,5,
7/9/2026,Run 2,F2,29,January_2025,0.562,0.35,0.23,0.247,0.247,0.242,5,
7/9/2026,Run 2,A3,219,May_2024,0.593,0.243,0.258,0.281,0.242,0.203,9,
7/9/2026,Run 2,B3,233,May_2024,0.84,0.485,0.456,0.507,0.483,0.448,5,
7/9/2026,Run 2,C3,3,January_2025,0.296,0.133,0.113,0.115,0.103,0.092,5,
7/9/2026,Run 2,D3,1,January_2025,0.569,0.258,0.186,0.19,0.175,0.162,5,
7/9/2026,Run 2,E3,233,January_2025,0.445,0.244,0.202,0.212,0.201,0.189,5,
7/9/2026,Run 2,F3,29,January_2025,0.541,0.34,0.225,0.24,0.241,0.235,5,
7/9/2026,Run 2,A4,211,May_2024,0.913,0.401,0.434,0.468,0.394,0.341,9,
7/9/2026,Run 2,C4,206,January_2025,0.673,0.306,0.252,0.27,0.237,0.213,5,
7/9/2026,Run 2,D4,239,January_2025,0.86,0.488,0.364,0.379,0.357,0.342,5,
7/9/2026,Run 2,E4,214,January_2025,0.463,0.189,0.215,0.232,0.192,0.156,5,
7/9/2026,Run 2,F4,205,January_2025,0.499,0.213,0.211,0.231,0.204,0.174,5,
7/9/2026,Run 2,A5,211,May_2024,0.771,0.36,0.374,0.407,0.347,0.289,9,Don't use? 
7/9/2026,Run 2,C5,206,January_2025,0.69,0.329,0.278,0.294,0.26,0.236,5,
7/9/2026,Run 2,D5,239,January_2025,0.856,0.485,0.363,0.377,0.356,0.341,5,
7/9/2026,Run 2,E5,214,January_2025,0.443,0.181,0.21,0.232,0.19,0.156,5,
7/9/2026,Run 2,F5,205,January_2025,0.479,0.206,0.204,0.224,0.199,0.169,5,
7/9/2026,Run 2,A6,211,May_2024,0.865,0.397,0.424,0.461,0.388,0.333,9,
7/9/2026,Run 2,C6,206,January_2025,0.671,0.307,0.257,0.279,0.252,0.221,5,
7/9/2026,Run 2,D6,239,January_2025,0.852,0.481,0.361,0.374,0.354,0.34,5,
7/9/2026,Run 2,E6,214,January_2025,0.445,0.179,0.213,0.23,0.188,0.153,5,
7/9/2026,Run 2,F6,205,January_2025,0.47,0.203,0.201,0.22,0.19,0.168,5,
7/9/2026,Run 2,A7,203,May_2024,0.847,0.344,0.363,0.401,0.357,0.301,9,
7/9/2026,Run 2,B7,237,May_2024,0.76,0.443,0.318,0.32,0.302,0.291,5,
7/9/2026,Run 2,C7,243,January_2025,0.721,0.435,0.323,0.349,0.346,0.335,5,
7/9/2026,Run 2,D7,201,January_2025,0.888,0.41,0.301,0.315,0.273,0.233,5,
7/9/2026,Run 2,E7,221,January_2025,0.486,0.191,0.153,0.159,0.142,0.127,5,
7/9/2026,Run 2,F7,Blank,NA,0.123,0.067,0.056,0.053,0.05,0.049,NA,
7/9/2026,Run 2,A8,203,May_2024,0.835,0.344,0.369,0.409,0.359,0.314,9,
7/9/2026,Run 2,B8,237,May_2024,0.759,0.441,0.315,0.318,0.299,0.288,5,
7/9/2026,Run 2,C8,243,January_2025,0.698,0.423,0.313,0.34,0.335,0.325,5,
7/9/2026,Run 2,D8,201,January_2025,0.789,0.36,0.28,0.291,0.252,0.219,5,
7/9/2026,Run 2,E8,221,January_2025,0.487,0.195,0.152,0.161,0.142,0.128,5,
7/9/2026,Run 2,F8,Blank,NA,0.104,0.054,0.045,0.042,0.039,0.038,NA,
7/9/2026,Run 2,A9,203,May_2024,0.839,0.346,0.365,0.395,0.355,0.303,9,
7/9/2026,Run 2,B9,237,May_2024,0.728,0.425,0.306,0.308,0.289,0.278,5,
7/9/2026,Run 2,C9,243,January_2025,0.689,0.417,0.309,0.335,0.33,0.321,5,
7/9/2026,Run 2,D9,201,January_2025,0.813,0.366,0.284,0.297,0.251,0.224,5,
7/9/2026,Run 2,E9,221,January_2025,0.465,0.182,0.151,0.155,0.139,0.124,5,
7/9/2026,Run 2,F9,Blank,NA,0.108,0.055,0.045,0.043,0.04,0.039,NA,
7/9/2026,Run 2,A10,243,May_2024,0.58,0.34,0.268,0.297,0.298,0.289,5,
7/9/2026,Run 2,B10,211,January_2025,0.729,0.294,0.23,0.239,0.21,0.186,5,
7/9/2026,Run 2,C10,20,January_2025,0.574,0.252,0.21,0.217,0.191,0.167,5,
7/9/2026,Run 2,D10,2,January_2025,0.774,0.37,0.308,0.329,0.283,0.245,5,
7/9/2026,Run 2,E10,242,January_2025,0.741,0.418,0.34,0.37,0.369,0.359,5,
7/9/2026,Run 2,F10,201,January_2025,0.658,0.303,0.252,0.265,0.232,0.205,9,
7/9/2026,Run 2,A11,243,May_2024,0.585,0.343,0.271,0.299,0.299,0.29,5,
7/9/2026,Run 2,B11,211,January_2025,0.719,0.29,0.226,0.235,0.205,0.182,5,
7/9/2026,Run 2,C11,20,January_2025,0.587,0.255,0.215,0.228,0.2,0.176,5,
7/9/2026,Run 2,D11,2,January_2025,0.794,0.385,0.317,0.332,0.288,0.253,5,
7/9/2026,Run 2,E11,242,January_2025,0.761,0.43,0.35,0.379,0.379,0.368,5,
7/9/2026,Run 2,F11,201,January_2025,0.701,0.319,0.263,0.28,0.241,0.212,9,
7/9/2026,Run 2,A12,243,May_2024,0.573,0.339,0.268,0.296,0.296,0.288,5,
7/9/2026,Run 2,B12,211,January_2025,0.718,0.285,0.228,0.238,0.21,0.188,5,
7/9/2026,Run 2,C12,20,January_2025,0.567,0.252,0.212,0.22,0.191,0.165,5,
7/9/2026,Run 2,D12,2,January_2025,0.764,0.373,0.313,0.324,0.277,0.244,5,
7/9/2026,Run 2,E12,242,January_2025,0.702,0.393,0.32,0.348,0.346,0.339,5,
7/9/2026,Run 2,F12,201,January_2025,0.652,0.291,0.245,0.258,0.229,0.199,9,
7/15/2026,Run 1,A1,4,January_2025,0.593,0.289,0.219,0.223,0.196,0.179,5,
7/15/2026,Run 1,B1,27,January_2025,0.709,0.401,0.269,0.281,0.278,0.268,5,
7/15/2026,Run 1,C1,202,January_2025,0.774,0.328,0.294,0.315,0.271,0.231,5,
7/15/2026,Run 1,D1,210,January_2025,0.697,0.272,0.193,0.196,0.178,0.163,5,
7/15/2026,Run 1,E1,225,January_2025,0.739,0.409,0.3,0.309,0.294,0.283,5,
7/15/2026,Run 1,F1,236,January_2025,0.786,0.495,0.373,0.408,0.399,0.383,5,
7/15/2026,Run 1,A2,4,January_2025,0.601,0.288,0.22,0.227,0.197,0.183,5,
7/15/2026,Run 1,B2,27,January_2025,0.714,0.396,0.264,0.276,0.272,0.264,5,
7/15/2026,Run 1,C2,202,January_2025,0.754,0.323,0.287,0.31,0.266,0.226,5,
7/15/2026,Run 1,D2,210,January_2025,0.731,0.278,0.196,0.198,0.18,0.165,5,
7/15/2026,Run 1,E2,225,January_2025,0.727,0.404,0.297,0.306,0.291,0.28,5,
7/15/2026,Run 1,F2,236,January_2025,0.777,0.487,0.367,0.402,0.394,0.376,5,
7/15/2026,Run 1,A3,4,January_2025,0.595,0.279,0.214,0.217,0.19,0.173,5,
7/15/2026,Run 1,B3,27,January_2025,0.696,0.39,0.26,0.274,0.269,0.261,5,
7/15/2026,Run 1,C3,202,January_2025,0.754,0.325,0.291,0.312,0.269,0.229,5,
7/15/2026,Run 1,D3,210,January_2025,0.754,0.285,0.204,0.205,0.188,0.172,5,
7/15/2026,Run 1,E3,225,January_2025,0.719,0.398,0.292,0.3,0.286,0.275,5,
7/15/2026,Run 1,F3,236,January_2025,0.772,0.486,0.365,0.401,0.392,0.375,5,
7/15/2026,Run 1,A4,12,January_2025,0.38,0.17,0.133,0.141,0.128,0.116,5,
7/15/2026,Run 1,B4,28,January_2025,0.746,0.483,0.35,0.367,0.349,0.338,5,
7/15/2026,Run 1,C4,203,January_2025,0.748,0.303,0.312,0.34,0.289,0.244,5,
7/15/2026,Run 1,D4,213,January_2025,0.632,0.25,0.254,0.277,0.236,0.197,5,
7/15/2026,Run 1,E4,226,January_2025,0.677,0.366,0.257,0.255,0.24,0.232,5,
7/15/2026,Run 1,F4,237,January_2025,0.576,0.329,0.228,0.23,0.216,0.207,5,
7/15/2026,Run 1,A5,12,January_2025,0.373,0.168,0.129,0.137,0.121,0.111,5,
7/15/2026,Run 1,B5,28,January_2025,0.744,0.481,0.347,0.363,0.347,0.333,5,
7/15/2026,Run 1,C5,203,January_2025,0.752,0.309,0.316,0.345,0.293,0.243,5,
7/15/2026,Run 1,D5,213,January_2025,0.621,0.255,0.248,0.272,0.236,0.2,5,
7/15/2026,Run 1,E5,226,January_2025,0.684,0.368,0.257,0.256,0.241,0.232,5,
7/15/2026,Run 1,F5,237,January_2025,0.565,0.323,0.225,0.227,0.213,0.205,5,
7/15/2026,Run 1,A6,12,January_2025,0.368,0.17,0.133,0.138,0.124,0.112,5,
7/15/2026,Run 1,B6,28,January_2025,0.737,0.481,0.347,0.363,0.345,0.335,5,
7/15/2026,Run 1,C6,203,January_2025,0.746,0.304,0.304,0.329,0.283,0.24,5,
7/15/2026,Run 1,D6,213,January_2025,0.635,0.253,0.257,0.278,0.237,0.202,5,
7/15/2026,Run 1,E6,226,January_2025,0.678,0.366,0.256,0.255,0.24,0.231,5,
7/15/2026,Run 1,F6,237,January_2025,0.567,0.323,0.225,0.227,0.213,0.204,5,
7/15/2026,Run 1,A7,19,January_2025,0.782,0.324,0.25,0.262,0.231,0.21,5,
7/15/2026,Run 1,B7,43,January_2025,0.793,0.464,0.335,0.355,0.348,0.337,5,
7/15/2026,Run 1,C7,204,January_2025,0.5,0.235,0.245,0.267,0.224,0.186,5,
7/15/2026,Run 1,D7,219,January_2025,0.589,0.22,0.196,0.211,0.183,0.156,5,
7/15/2026,Run 1,E7,234,January_2025,0.929,0.63,0.437,0.477,0.471,0.457,5,
7/15/2026,Run 1,F7,Blank,NA,0.114,0.057,0.047,0.044,0.041,0.04,NA,
7/15/2026,Run 1,A8,19,January_2025,0.775,0.339,0.261,0.272,0.248,0.219,5,
7/15/2026,Run 1,B8,43,January_2025,0.786,0.459,0.33,0.35,0.343,0.332,5,
7/15/2026,Run 1,C8,204,January_2025,0.542,0.253,0.259,0.288,0.236,0.193,5,
7/15/2026,Run 1,D8,219,January_2025,0.525,0.202,0.177,0.189,0.165,0.143,5,
7/15/2026,Run 1,E8,234,January_2025,0.948,0.641,0.442,0.483,0.478,0.463,5,
7/15/2026,Run 1,F8,Blank,NA,0.103,0.051,0.043,0.04,0.038,0.037,NA,
7/15/2026,Run 1,A9,19,January_2025,0.778,0.333,0.254,0.265,0.238,0.215,5,
7/15/2026,Run 1,B9,43,January_2025,0.775,0.454,0.327,0.348,0.34,0.33,5,
7/15/2026,Run 1,C9,204,January_2025,0.496,0.225,0.237,0.256,0.215,0.18,5,
7/15/2026,Run 1,D9,219,January_2025,0.531,0.209,0.18,0.191,0.167,0.144,5,
7/15/2026,Run 1,E9,234,January_2025,0.922,0.626,0.434,0.474,0.469,0.454,5,
7/15/2026,Run 1,F9,Blank,NA,0.106,0.054,0.045,0.042,0.04,0.039,NA,
7/15/2026,Run 1,A10,26,January_2025,0.846,0.52,0.353,0.384,0.381,0.369,5,
7/15/2026,Run 1,B10,44,January_2025,0.422,0.235,0.177,0.185,0.18,0.175,5,
7/15/2026,Run 1,C10,209,January_2025,0.686,0.274,0.216,0.225,0.197,0.171,5,
7/15/2026,Run 1,D10,220,January_2025,0.416,0.194,0.2,0.218,0.188,0.157,5,
7/15/2026,Run 1,E10,235,January_2025,0.734,0.434,0.313,0.336,0.33,0.318,5,
